date,next,new,total_unemp,men,women,head
2014/11/9,160,64,224,141,85,49
2014/11/10,160,64,224,141,85,49
2014/11/11,160,64,224,141,85,49
2014/11/12,160,64,224,141,85,49
2014/11/13,160,64,224,141,85,49
2014/11/14,160,64,224,141,85,49
2014/11/15,160,64,224,141,85,49
2014/11/16,160,64,224,141,85,49
2014/11/17,160,64,224,141,85,49
2014/11/18,160,64,224,141,85,49
2014/11/19,160,64,224,141,85,49
2014/11/20,160,64,224,141,85,49
2014/11/21,160,64,224,141,85,49
2014/11/22,160,64,224,141,85,49
2014/11/23,160,64,224,141,85,49
2014/11/24,160,64,224,141,85,49
2014/11/25,160,64,224,141,85,49
2014/11/26,160,64,224,141,85,49
2014/11/27,160,64,224,141,85,49
2014/11/28,160,64,224,141,85,49
2014/11/29,160,64,224,141,85,49
2014/11/30,160,64,224,141,85,49
2014/12/1,160,64,224,134,88,48
2014/12/2,160,64,224,134,88,48
2014/12/3,160,64,224,134,88,48
2014/12/4,160,64,224,134,88,48
2014/12/5,160,64,224,134,88,48
2014/12/6,160,64,224,134,88,48
2014/12/7,160,64,224,134,88,48
2014/12/8,160,64,224,134,88,48
2014/12/9,160,64,224,134,88,48
2014/12/10,160,64,224,134,88,48
2014/12/11,160,64,224,134,88,48
2014/12/12,160,64,224,134,88,48
2014/12/13,160,64,224,134,88,48
2014/12/14,160,64,224,134,88,48
2014/12/15,160,64,224,134,88,48
2014/12/16,160,64,224,134,88,48
2014/12/17,160,64,224,134,88,48
2014/12/18,160,64,224,134,88,48
2014/12/19,160,64,224,134,88,48
2014/12/20,160,64,224,134,88,48
2014/12/21,160,64,224,134,88,48
2014/12/22,160,64,224,134,88,48
2014/12/23,160,64,224,134,88,48
2014/12/24,160,64,224,134,88,48
2014/12/25,160,64,224,134,88,48
2014/12/26,160,64,224,134,88,48
2014/12/27,160,64,224,134,88,48
2014/12/28,160,64,224,134,88,48
2014/12/29,160,64,224,134,88,48
2014/12/30,160,64,224,134,88,48
2014/12/31,160,64,224,134,88,48
2015/1/1,164,67,231,141,89,49
2015/1/2,164,67,231,141,89,49
2015/1/3,164,67,231,141,89,49
2015/1/4,164,67,231,141,89,49
2015/1/5,164,67,231,141,89,49
2015/1/6,164,67,231,141,89,49
2015/1/7,164,67,231,141,89,49
2015/1/8,164,67,231,141,89,49
2015/1/9,164,67,231,141,89,49
2015/1/10,164,67,231,141,89,49
2015/1/11,164,67,231,141,89,49
2015/1/12,164,67,231,141,89,49
2015/1/13,164,67,231,141,89,49
2015/1/14,164,67,231,141,89,49
2015/1/15,164,67,231,141,89,49
2015/1/16,164,67,231,141,89,49
2015/1/17,164,67,231,141,89,49
2015/1/18,164,67,231,141,89,49
2015/1/19,164,67,231,141,89,49
2015/1/20,164,67,231,141,89,49
2015/1/21,164,67,231,141,89,49
2015/1/22,164,67,231,141,89,49
2015/1/23,164,67,231,141,89,49
2015/1/24,164,67,231,141,89,49
2015/1/25,164,67,231,141,89,49
2015/1/26,164,67,231,141,89,49
2015/1/27,164,67,231,141,89,49
2015/1/28,164,67,231,141,89,49
2015/1/29,164,67,231,141,89,49
2015/1/30,164,67,231,141,89,49
2015/1/31,164,67,231,141,89,49
2015/2/1,160,65,225,137,88,48
2015/2/2,160,65,225,137,88,48
2015/2/3,160,65,225,137,88,48
2015/2/4,160,65,225,137,88,48
2015/2/5,160,65,225,137,88,48
2015/2/6,160,65,225,137,88,48
2015/2/7,160,65,225,137,88,48
2015/2/8,160,65,225,137,88,48
2015/2/9,160,65,225,137,88,48
2015/2/10,160,65,225,137,88,48
2015/2/11,160,65,225,137,88,48
2015/2/12,160,65,225,137,88,48
2015/2/13,160,65,225,137,88,48
2015/2/14,160,65,225,137,88,48
2015/2/15,160,65,225,137,88,48
2015/2/16,160,65,225,137,88,48
2015/2/17,160,65,225,137,88,48
2015/2/18,160,65,225,137,88,48
2015/2/19,160,65,225,137,88,48
2015/2/20,160,65,225,137,88,48
2015/2/21,160,65,225,137,88,48
2015/2/22,160,65,225,137,88,48
2015/2/23,160,65,225,137,88,48
2015/2/24,160,65,225,137,88,48
2015/2/25,160,65,225,137,88,48
2015/2/26,160,65,225,137,88,48
2015/2/27,160,65,225,137,88,48
2015/2/28,160,65,225,137,88,48
2015/3/1,157,63,220,136,86,51
2015/3/2,157,63,220,136,86,51
2015/3/3,157,63,220,136,86,51
2015/3/4,157,63,220,136,86,51
2015/3/5,157,63,220,136,86,51
2015/3/6,157,63,220,136,86,51
2015/3/7,157,63,220,136,86,51
2015/3/8,157,63,220,136,86,51
2015/3/9,157,63,220,136,86,51
2015/3/10,157,63,220,136,86,51
2015/3/11,157,63,220,136,86,51
2015/3/12,157,63,220,136,86,51
2015/3/13,157,63,220,136,86,51
2015/3/14,157,63,220,136,86,51
2015/3/15,157,63,220,136,86,51
2015/3/16,157,63,220,136,86,51
2015/3/17,157,63,220,136,86,51
2015/3/18,157,63,220,136,86,51
2015/3/19,157,63,220,136,86,51
2015/3/20,157,63,220,136,86,51
2015/3/21,157,63,220,136,86,51
2015/3/22,157,63,220,136,86,51
2015/3/23,157,63,220,136,86,51
2015/3/24,157,63,220,136,86,51
2015/3/25,157,63,220,136,86,51
2015/3/26,157,63,220,136,86,51
2015/3/27,157,63,220,136,86,51
2015/3/28,157,63,220,136,86,51
2015/3/29,157,63,220,136,86,51
2015/3/30,157,63,220,136,86,51
2015/3/31,157,63,220,136,86,51
2015/4/1,154,63,217,131,86,47
2015/4/2,154,63,217,131,86,47
2015/4/3,154,63,217,131,86,47
2015/4/4,154,63,217,131,86,47
2015/4/5,154,63,217,131,86,47
2015/4/6,154,63,217,131,86,47
2015/4/7,154,63,217,131,86,47
2015/4/8,154,63,217,131,86,47
2015/4/9,154,63,217,131,86,47
2015/4/10,154,63,217,131,86,47
2015/4/11,154,63,217,131,86,47
2015/4/12,154,63,217,131,86,47
2015/4/13,154,63,217,131,86,47
2015/4/14,154,63,217,131,86,47
2015/4/15,154,63,217,131,86,47
2015/4/16,154,63,217,131,86,47
2015/4/17,154,63,217,131,86,47
2015/4/18,154,63,217,131,86,47
2015/4/19,154,63,217,131,86,47
2015/4/20,154,63,217,131,86,47
2015/4/21,154,63,217,131,86,47
2015/4/22,154,63,217,131,86,47
2015/4/23,154,63,217,131,86,47
2015/4/24,154,63,217,131,86,47
2015/4/25,154,63,217,131,86,47
2015/4/26,154,63,217,131,86,47
2015/4/27,154,63,217,131,86,47
2015/4/28,154,63,217,131,86,47
2015/4/29,154,63,217,131,86,47
2015/4/30,154,63,217,131,86,47
2015/5/1,154,61,215,134,82,45
2015/5/2,154,61,215,134,82,45
2015/5/3,154,61,215,134,82,45
2015/5/4,154,61,215,134,82,45
2015/5/5,154,61,215,134,82,45
2015/5/6,154,61,215,134,82,45
2015/5/7,154,61,215,134,82,45
2015/5/8,154,61,215,134,82,45
2015/5/9,154,61,215,134,82,45
2015/5/10,154,61,215,134,82,45
2015/5/11,154,61,215,134,82,45
2015/5/12,154,61,215,134,82,45
2015/5/13,154,61,215,134,82,45
2015/5/14,154,61,215,134,82,45
2015/5/15,154,61,215,134,82,45
2015/5/16,154,61,215,134,82,45
2015/5/17,154,61,215,134,82,45
2015/5/18,154,61,215,134,82,45
2015/5/19,154,61,215,134,82,45
2015/5/20,154,61,215,134,82,45
2015/5/21,154,61,215,134,82,45
2015/5/22,154,61,215,134,82,45
2015/5/23,154,61,215,134,82,45
2015/5/24,154,61,215,134,82,45
2015/5/25,154,61,215,134,82,45
2015/5/26,154,61,215,134,82,45
2015/5/27,154,61,215,134,82,45
2015/5/28,154,61,215,134,82,45
2015/5/29,154,61,215,134,82,45
2015/5/30,154,61,215,134,82,45
2015/5/31,154,61,215,134,82,45
2015/6/1,152,66,218,136,83,49
2015/6/2,152,66,218,136,83,49
2015/6/3,152,66,218,136,83,49
2015/6/4,152,66,218,136,83,49
2015/6/5,152,66,218,136,83,49
2015/6/6,152,66,218,136,83,49
2015/6/7,152,66,218,136,83,49
2015/6/8,152,66,218,136,83,49
2015/6/9,152,66,218,136,83,49
2015/6/10,152,66,218,136,83,49
2015/6/11,152,66,218,136,83,49
2015/6/12,152,66,218,136,83,49
2015/6/13,152,66,218,136,83,49
2015/6/14,152,66,218,136,83,49
2015/6/15,152,66,218,136,83,49
2015/6/16,152,66,218,136,83,49
2015/6/17,152,66,218,136,83,49
2015/6/18,152,66,218,136,83,49
2015/6/19,152,66,218,136,83,49
2015/6/20,152,66,218,136,83,49
2015/6/21,152,66,218,136,83,49
2015/6/22,152,66,218,136,83,49
2015/6/23,152,66,218,136,83,49
2015/6/24,152,66,218,136,83,49
2015/6/25,152,66,218,136,83,49
2015/6/26,152,66,218,136,83,49
2015/6/27,152,66,218,136,83,49
2015/6/28,152,66,218,136,83,49
2015/6/29,152,66,218,136,83,49
2015/6/30,152,66,218,136,83,49
2015/7/1,153,63,216,133,86,46
2015/7/2,153,63,216,133,86,46
2015/7/3,153,63,216,133,86,46
2015/7/4,153,63,216,133,86,46
2015/7/5,153,63,216,133,86,46
2015/7/6,153,63,216,133,86,46
2015/7/7,153,63,216,133,86,46
2015/7/8,153,63,216,133,86,46
2015/7/9,153,63,216,133,86,46
2015/7/10,153,63,216,133,86,46
2015/7/11,153,63,216,133,86,46
2015/7/12,153,63,216,133,86,46
2015/7/13,153,63,216,133,86,46
2015/7/14,153,63,216,133,86,46
2015/7/15,153,63,216,133,86,46
2015/7/16,153,63,216,133,86,46
2015/7/17,153,63,216,133,86,46
2015/7/18,153,63,216,133,86,46
2015/7/19,153,63,216,133,86,46
2015/7/20,153,63,216,133,86,46
2015/7/21,153,63,216,133,86,46
2015/7/22,153,63,216,133,86,46
2015/7/23,153,63,216,133,86,46
2015/7/24,153,63,216,133,86,46
2015/7/25,153,63,216,133,86,46
2015/7/26,153,63,216,133,86,46
2015/7/27,153,63,216,133,86,46
2015/7/28,153,63,216,133,86,46
2015/7/29,153,63,216,133,86,46
2015/7/30,153,63,216,133,86,46
2015/7/31,153,63,216,133,86,46
2015/8/1,156,62,218,133,86,46
2015/8/2,156,62,218,133,86,46
2015/8/3,156,62,218,133,86,46
2015/8/4,156,62,218,133,86,46
2015/8/5,156,62,218,133,86,46
2015/8/6,156,62,218,133,86,46
2015/8/7,156,62,218,133,86,46
2015/8/8,156,62,218,133,86,46
2015/8/9,156,62,218,133,86,46
2015/8/10,156,62,218,133,86,46
2015/8/11,156,62,218,133,86,46
2015/8/12,156,62,218,133,86,46
2015/8/13,156,62,218,133,86,46
2015/8/14,156,62,218,133,86,46
2015/8/15,156,62,218,133,86,46
2015/8/16,156,62,218,133,86,46
2015/8/17,156,62,218,133,86,46
2015/8/18,156,62,218,133,86,46
2015/8/19,156,62,218,133,86,46
2015/8/20,156,62,218,133,86,46
2015/8/21,156,62,218,133,86,46
2015/8/22,156,62,218,133,86,46
2015/8/23,156,62,218,133,86,46
2015/8/24,156,62,218,133,86,46
2015/8/25,156,62,218,133,86,46
2015/8/26,156,62,218,133,86,46
2015/8/27,156,62,218,133,86,46
2015/8/28,156,62,218,133,86,46
2015/8/29,156,62,218,133,86,46
2015/8/30,156,62,218,133,86,46
2015/8/31,156,62,218,133,86,46
2015/9/1,157,65,222,136,86,47
2015/9/2,157,65,222,136,86,47
2015/9/3,157,65,222,136,86,47
2015/9/4,157,65,222,136,86,47
2015/9/5,157,65,222,136,86,47
2015/9/6,157,65,222,136,86,47
2015/9/7,157,65,222,136,86,47
2015/9/8,157,65,222,136,86,47
2015/9/9,157,65,222,136,86,47
2015/9/10,157,65,222,136,86,47
2015/9/11,157,65,222,136,86,47
2015/9/12,157,65,222,136,86,47
2015/9/13,157,65,222,136,86,47
2015/9/14,157,65,222,136,86,47
2015/9/15,157,65,222,136,86,47
2015/9/16,157,65,222,136,86,47
2015/9/17,157,65,222,136,86,47
2015/9/18,157,65,222,136,86,47
2015/9/19,157,65,222,136,86,47
2015/9/20,157,65,222,136,86,47
2015/9/21,157,65,222,136,86,47
2015/9/22,157,65,222,136,86,47
2015/9/23,157,65,222,136,86,47
2015/9/24,157,65,222,136,86,47
2015/9/25,157,65,222,136,86,47
2015/9/26,157,65,222,136,86,47
2015/9/27,157,65,222,136,86,47
2015/9/28,157,65,222,136,86,47
2015/9/29,157,65,222,136,86,47
2015/9/30,157,65,222,136,86,47
2015/10/1,152,57,209,131,78,46
2015/10/2,152,57,209,131,78,46
2015/10/3,152,57,209,131,78,46
2015/10/4,152,57,209,131,78,46
2015/10/5,152,57,209,131,78,46
2015/10/6,152,57,209,131,78,46
2015/10/7,152,57,209,131,78,46
2015/10/8,152,57,209,131,78,46
2015/10/9,152,57,209,131,78,46
2015/10/10,152,57,209,131,78,46
2015/10/11,152,57,209,131,78,46
2015/10/12,152,57,209,131,78,46
2015/10/13,152,57,209,131,78,46
2015/10/14,152,57,209,131,78,46
2015/10/15,152,57,209,131,78,46
2015/10/16,152,57,209,131,78,46
2015/10/17,152,57,209,131,78,46
2015/10/18,152,57,209,131,78,46
2015/10/19,152,57,209,131,78,46
2015/10/20,152,57,209,131,78,46
2015/10/21,152,57,209,131,78,46
2015/10/22,152,57,209,131,78,46
2015/10/23,152,57,209,131,78,46
2015/10/24,152,57,209,131,78,46
2015/10/25,152,57,209,131,78,46
2015/10/26,152,57,209,131,78,46
2015/10/27,152,57,209,131,78,46
2015/10/28,152,57,209,131,78,46
2015/10/29,152,57,209,131,78,46
2015/10/30,152,57,209,131,78,46
2015/10/31,152,57,209,131,78,46
2015/11/1,153,59,212,132,83,46
2015/11/2,153,59,212,132,83,46
2015/11/3,153,59,212,132,83,46
2015/11/4,153,59,212,132,83,46
2015/11/5,153,59,212,132,83,46
2015/11/6,153,59,212,132,83,46
2015/11/7,153,59,212,132,83,46
2015/11/8,153,59,212,132,83,46
2015/11/9,153,59,212,132,83,46
2015/11/10,153,59,212,132,83,46
2015/11/11,153,59,212,132,83,46
2015/11/12,153,59,212,132,83,46
2015/11/13,153,59,212,132,83,46
2015/11/14,153,59,212,132,83,46
2015/11/15,153,59,212,132,83,46
2015/11/16,153,59,212,132,83,46
2015/11/17,153,59,212,132,83,46
2015/11/18,153,59,212,132,83,46
2015/11/19,153,59,212,132,83,46
2015/11/20,153,59,212,132,83,46
2015/11/21,153,59,212,132,83,46
2015/11/22,153,59,212,132,83,46
2015/11/23,153,59,212,132,83,46
2015/11/24,153,59,212,132,83,46
2015/11/25,153,59,212,132,83,46
2015/11/26,153,59,212,132,83,46
2015/11/27,153,59,212,132,83,46
2015/11/28,153,59,212,132,83,46
2015/11/29,153,59,212,132,83,46
2015/11/30,153,59,212,132,83,46
2015/12/1,152,62,214,135,82,47
2015/12/2,152,62,214,135,82,47
2015/12/3,152,62,214,135,82,47
2015/12/4,152,62,214,135,82,47
2015/12/5,152,62,214,135,82,47
2015/12/6,152,62,214,135,82,47
2015/12/7,152,62,214,135,82,47
2015/12/8,152,62,214,135,82,47
2015/12/9,152,62,214,135,82,47
2015/12/10,152,62,214,135,82,47
2015/12/11,152,62,214,135,82,47
2015/12/12,152,62,214,135,82,47
2015/12/13,152,62,214,135,82,47
2015/12/14,152,62,214,135,82,47
2015/12/15,152,62,214,135,82,47
2015/12/16,152,62,214,135,82,47
2015/12/17,152,62,214,135,82,47
2015/12/18,152,62,214,135,82,47
2015/12/19,152,62,214,135,82,47
2015/12/20,152,62,214,135,82,47
2015/12/21,152,62,214,135,82,47
2015/12/22,152,62,214,135,82,47
2015/12/23,152,62,214,135,82,47
2015/12/24,152,62,214,135,82,47
2015/12/25,152,62,214,135,82,47
2015/12/26,152,62,214,135,82,47
2015/12/27,152,62,214,135,82,47
2015/12/28,152,62,214,135,82,47
2015/12/29,152,62,214,135,82,47
2015/12/30,152,62,214,135,82,47
2015/12/31,152,62,214,135,82,47
2016/1/1,150,58,208,128,80,45
2016/1/2,150,58,208,128,80,45
2016/1/3,150,58,208,128,80,45
2016/1/4,150,58,208,128,80,45
2016/1/5,150,58,208,128,80,45
2016/1/6,150,58,208,128,80,45
2016/1/7,150,58,208,128,80,45
2016/1/8,150,58,208,128,80,45
2016/1/9,150,58,208,128,80,45
2016/1/10,150,58,208,128,80,45
2016/1/11,150,58,208,128,80,45
2016/1/12,150,58,208,128,80,45
2016/1/13,150,58,208,128,80,45
2016/1/14,150,58,208,128,80,45
2016/1/15,150,58,208,128,80,45
2016/1/16,150,58,208,128,80,45
2016/1/17,150,58,208,128,80,45
2016/1/18,150,58,208,128,80,45
2016/1/19,150,58,208,128,80,45
2016/1/20,150,58,208,128,80,45
2016/1/21,150,58,208,128,80,45
2016/1/22,150,58,208,128,80,45
2016/1/23,150,58,208,128,80,45
2016/1/24,150,58,208,128,80,45
2016/1/25,150,58,208,128,80,45
2016/1/26,150,58,208,128,80,45
2016/1/27,150,58,208,128,80,45
2016/1/28,150,58,208,128,80,45
2016/1/29,150,58,208,128,80,45
2016/1/30,150,58,208,128,80,45
2016/1/31,150,58,208,128,80,45
2016/2/1,150,60,210,133,79,47
2016/2/2,150,60,210,133,79,47
2016/2/3,150,60,210,133,79,47
2016/2/4,150,60,210,133,79,47
2016/2/5,150,60,210,133,79,47
2016/2/6,150,60,210,133,79,47
2016/2/7,150,60,210,133,79,47
2016/2/8,150,60,210,133,79,47
2016/2/9,150,60,210,133,79,47
2016/2/10,150,60,210,133,79,47
2016/2/11,150,60,210,133,79,47
2016/2/12,150,60,210,133,79,47
2016/2/13,150,60,210,133,79,47
2016/2/14,150,60,210,133,79,47
2016/2/15,150,60,210,133,79,47
2016/2/16,150,60,210,133,79,47
2016/2/17,150,60,210,133,79,47
2016/2/18,150,60,210,133,79,47
2016/2/19,150,60,210,133,79,47
2016/2/20,150,60,210,133,79,47
2016/2/21,150,60,210,133,79,47
2016/2/22,150,60,210,133,79,47
2016/2/23,150,60,210,133,79,47
2016/2/24,150,60,210,133,79,47
2016/2/25,150,60,210,133,79,47
2016/2/26,150,60,210,133,79,47
2016/2/27,150,60,210,133,79,47
2016/2/28,150,60,210,133,79,47
2016/2/29,150,60,210,133,79,47
2016/3/1,145,62,207,127,82,41
2016/3/2,145,62,207,127,82,41
2016/3/3,145,62,207,127,82,41
2016/3/4,145,62,207,127,82,41
2016/3/5,145,62,207,127,82,41
2016/3/6,145,62,207,127,82,41
2016/3/7,145,62,207,127,82,41
2016/3/8,145,62,207,127,82,41
2016/3/9,145,62,207,127,82,41
2016/3/10,145,62,207,127,82,41
2016/3/11,145,62,207,127,82,41
2016/3/12,145,62,207,127,82,41
2016/3/13,145,62,207,127,82,41
2016/3/14,145,62,207,127,82,41
2016/3/15,145,62,207,127,82,41
2016/3/16,145,62,207,127,82,41
2016/3/17,145,62,207,127,82,41
2016/3/18,145,62,207,127,82,41
2016/3/19,145,62,207,127,82,41
2016/3/20,145,62,207,127,82,41
2016/3/21,145,62,207,127,82,41
2016/3/22,145,62,207,127,82,41
2016/3/23,145,62,207,127,82,41
2016/3/24,145,62,207,127,82,41
2016/3/25,145,62,207,127,82,41
2016/3/26,145,62,207,127,82,41
2016/3/27,145,62,207,127,82,41
2016/3/28,145,62,207,127,82,41
2016/3/29,145,62,207,127,82,41
2016/3/30,145,62,207,127,82,41
2016/3/31,145,62,207,127,82,41
