date,Saitama_i,Saitama_O,Tiba_i,Tiba_O,Tokyo_i,Tokyo_O,Kanagawa_i,Kanagawa_O,Osaka_i,Osaka_O,Total_i,Total_o
2009/7/1,12066,5234,10333,4934,31418,12549,17016,6589,18810,11680,89643,40986
2009/7/2,12066,5234,10333,4934,31418,12549,17016,6589,18810,11680,89643,40986
2009/7/3,12066,5234,10333,4934,31418,12549,17016,6589,18810,11680,89643,40986
2009/7/4,12066,5234,10333,4934,31418,12549,17016,6589,18810,11680,89643,40986
2009/7/5,12066,5234,10333,4934,31418,12549,17016,6589,18810,11680,89643,40986
2009/7/6,12066,5234,10333,4934,31418,12549,17016,6589,18810,11680,89643,40986
2009/7/7,12066,5234,10333,4934,31418,12549,17016,6589,18810,11680,89643,40986
2009/7/8,12066,5234,10333,4934,31418,12549,17016,6589,18810,11680,89643,40986
2009/7/9,12066,5234,10333,4934,31418,12549,17016,6589,18810,11680,89643,40986
2009/7/10,12066,5234,10333,4934,31418,12549,17016,6589,18810,11680,89643,40986
2009/7/11,12066,5234,10333,4934,31418,12549,17016,6589,18810,11680,89643,40986
2009/7/12,12066,5234,10333,4934,31418,12549,17016,6589,18810,11680,89643,40986
2009/7/13,12066,5234,10333,4934,31418,12549,17016,6589,18810,11680,89643,40986
2009/7/14,12066,5234,10333,4934,31418,12549,17016,6589,18810,11680,89643,40986
2009/7/15,12066,5234,10333,4934,31418,12549,17016,6589,18810,11680,89643,40986
2009/7/16,12066,5234,10333,4934,31418,12549,17016,6589,18810,11680,89643,40986
2009/7/17,12066,5234,10333,4934,31418,12549,17016,6589,18810,11680,89643,40986
2009/7/18,12066,5234,10333,4934,31418,12549,17016,6589,18810,11680,89643,40986
2009/7/19,12066,5234,10333,4934,31418,12549,17016,6589,18810,11680,89643,40986
2009/7/20,12066,5234,10333,4934,31418,12549,17016,6589,18810,11680,89643,40986
2009/7/21,12066,5234,10333,4934,31418,12549,17016,6589,18810,11680,89643,40986
2009/7/22,12066,5234,10333,4934,31418,12549,17016,6589,18810,11680,89643,40986
2009/7/23,12066,5234,10333,4934,31418,12549,17016,6589,18810,11680,89643,40986
2009/7/24,12066,5234,10333,4934,31418,12549,17016,6589,18810,11680,89643,40986
2009/7/25,12066,5234,10333,4934,31418,12549,17016,6589,18810,11680,89643,40986
2009/7/26,12066,5234,10333,4934,31418,12549,17016,6589,18810,11680,89643,40986
2009/7/27,12066,5234,10333,4934,31418,12549,17016,6589,18810,11680,89643,40986
2009/7/28,12066,5234,10333,4934,31418,12549,17016,6589,18810,11680,89643,40986
2009/7/29,12066,5234,10333,4934,31418,12549,17016,6589,18810,11680,89643,40986
2009/7/30,12066,5234,10333,4934,31418,12549,17016,6589,18810,11680,89643,40986
2009/7/31,12066,5234,10333,4934,31418,12549,17016,6589,18810,11680,89643,40986
2009/8/1,10937,5359,8947,4752,29122,12593,16050,6614,17771,11399,82827,40717
2009/8/2,10937,5359,8947,4752,29122,12593,16050,6614,17771,11399,82827,40717
2009/8/3,10937,5359,8947,4752,29122,12593,16050,6614,17771,11399,82827,40717
2009/8/4,10937,5359,8947,4752,29122,12593,16050,6614,17771,11399,82827,40717
2009/8/5,10937,5359,8947,4752,29122,12593,16050,6614,17771,11399,82827,40717
2009/8/6,10937,5359,8947,4752,29122,12593,16050,6614,17771,11399,82827,40717
2009/8/7,10937,5359,8947,4752,29122,12593,16050,6614,17771,11399,82827,40717
2009/8/8,10937,5359,8947,4752,29122,12593,16050,6614,17771,11399,82827,40717
2009/8/9,10937,5359,8947,4752,29122,12593,16050,6614,17771,11399,82827,40717
2009/8/10,10937,5359,8947,4752,29122,12593,16050,6614,17771,11399,82827,40717
2009/8/11,10937,5359,8947,4752,29122,12593,16050,6614,17771,11399,82827,40717
2009/8/12,10937,5359,8947,4752,29122,12593,16050,6614,17771,11399,82827,40717
2009/8/13,10937,5359,8947,4752,29122,12593,16050,6614,17771,11399,82827,40717
2009/8/14,10937,5359,8947,4752,29122,12593,16050,6614,17771,11399,82827,40717
2009/8/15,10937,5359,8947,4752,29122,12593,16050,6614,17771,11399,82827,40717
2009/8/16,10937,5359,8947,4752,29122,12593,16050,6614,17771,11399,82827,40717
2009/8/17,10937,5359,8947,4752,29122,12593,16050,6614,17771,11399,82827,40717
2009/8/18,10937,5359,8947,4752,29122,12593,16050,6614,17771,11399,82827,40717
2009/8/19,10937,5359,8947,4752,29122,12593,16050,6614,17771,11399,82827,40717
2009/8/20,10937,5359,8947,4752,29122,12593,16050,6614,17771,11399,82827,40717
2009/8/21,10937,5359,8947,4752,29122,12593,16050,6614,17771,11399,82827,40717
2009/8/22,10937,5359,8947,4752,29122,12593,16050,6614,17771,11399,82827,40717
2009/8/23,10937,5359,8947,4752,29122,12593,16050,6614,17771,11399,82827,40717
2009/8/24,10937,5359,8947,4752,29122,12593,16050,6614,17771,11399,82827,40717
2009/8/25,10937,5359,8947,4752,29122,12593,16050,6614,17771,11399,82827,40717
2009/8/26,10937,5359,8947,4752,29122,12593,16050,6614,17771,11399,82827,40717
2009/8/27,10937,5359,8947,4752,29122,12593,16050,6614,17771,11399,82827,40717
2009/8/28,10937,5359,8947,4752,29122,12593,16050,6614,17771,11399,82827,40717
2009/8/29,10937,5359,8947,4752,29122,12593,16050,6614,17771,11399,82827,40717
2009/8/30,10937,5359,8947,4752,29122,12593,16050,6614,17771,11399,82827,40717
2009/8/31,10937,5359,8947,4752,29122,12593,16050,6614,17771,11399,82827,40717
2009/9/1,11017,5039,9605,4503,29827,11597,16798,6489,16754,10644,84001,38272
2009/9/2,11017,5039,9605,4503,29827,11597,16798,6489,16754,10644,84001,38272
2009/9/3,11017,5039,9605,4503,29827,11597,16798,6489,16754,10644,84001,38272
2009/9/4,11017,5039,9605,4503,29827,11597,16798,6489,16754,10644,84001,38272
2009/9/5,11017,5039,9605,4503,29827,11597,16798,6489,16754,10644,84001,38272
2009/9/6,11017,5039,9605,4503,29827,11597,16798,6489,16754,10644,84001,38272
2009/9/7,11017,5039,9605,4503,29827,11597,16798,6489,16754,10644,84001,38272
2009/9/8,11017,5039,9605,4503,29827,11597,16798,6489,16754,10644,84001,38272
2009/9/9,11017,5039,9605,4503,29827,11597,16798,6489,16754,10644,84001,38272
2009/9/10,11017,5039,9605,4503,29827,11597,16798,6489,16754,10644,84001,38272
2009/9/11,11017,5039,9605,4503,29827,11597,16798,6489,16754,10644,84001,38272
2009/9/12,11017,5039,9605,4503,29827,11597,16798,6489,16754,10644,84001,38272
2009/9/13,11017,5039,9605,4503,29827,11597,16798,6489,16754,10644,84001,38272
2009/9/14,11017,5039,9605,4503,29827,11597,16798,6489,16754,10644,84001,38272
2009/9/15,11017,5039,9605,4503,29827,11597,16798,6489,16754,10644,84001,38272
2009/9/16,11017,5039,9605,4503,29827,11597,16798,6489,16754,10644,84001,38272
2009/9/17,11017,5039,9605,4503,29827,11597,16798,6489,16754,10644,84001,38272
2009/9/18,11017,5039,9605,4503,29827,11597,16798,6489,16754,10644,84001,38272
2009/9/19,11017,5039,9605,4503,29827,11597,16798,6489,16754,10644,84001,38272
2009/9/20,11017,5039,9605,4503,29827,11597,16798,6489,16754,10644,84001,38272
2009/9/21,11017,5039,9605,4503,29827,11597,16798,6489,16754,10644,84001,38272
2009/9/22,11017,5039,9605,4503,29827,11597,16798,6489,16754,10644,84001,38272
2009/9/23,11017,5039,9605,4503,29827,11597,16798,6489,16754,10644,84001,38272
2009/9/24,11017,5039,9605,4503,29827,11597,16798,6489,16754,10644,84001,38272
2009/9/25,11017,5039,9605,4503,29827,11597,16798,6489,16754,10644,84001,38272
2009/9/26,11017,5039,9605,4503,29827,11597,16798,6489,16754,10644,84001,38272
2009/9/27,11017,5039,9605,4503,29827,11597,16798,6489,16754,10644,84001,38272
2009/9/28,11017,5039,9605,4503,29827,11597,16798,6489,16754,10644,84001,38272
2009/9/29,11017,5039,9605,4503,29827,11597,16798,6489,16754,10644,84001,38272
2009/9/30,11017,5039,9605,4503,29827,11597,16798,6489,16754,10644,84001,38272
2009/10/1,11808,5187,10546,4769,31895,12018,17350,6801,18741,11391,90340,40166
2009/10/2,11808,5187,10546,4769,31895,12018,17350,6801,18741,11391,90340,40166
2009/10/3,11808,5187,10546,4769,31895,12018,17350,6801,18741,11391,90340,40166
2009/10/4,11808,5187,10546,4769,31895,12018,17350,6801,18741,11391,90340,40166
2009/10/5,11808,5187,10546,4769,31895,12018,17350,6801,18741,11391,90340,40166
2009/10/6,11808,5187,10546,4769,31895,12018,17350,6801,18741,11391,90340,40166
2009/10/7,11808,5187,10546,4769,31895,12018,17350,6801,18741,11391,90340,40166
2009/10/8,11808,5187,10546,4769,31895,12018,17350,6801,18741,11391,90340,40166
2009/10/9,11808,5187,10546,4769,31895,12018,17350,6801,18741,11391,90340,40166
2009/10/10,11808,5187,10546,4769,31895,12018,17350,6801,18741,11391,90340,40166
2009/10/11,11808,5187,10546,4769,31895,12018,17350,6801,18741,11391,90340,40166
2009/10/12,11808,5187,10546,4769,31895,12018,17350,6801,18741,11391,90340,40166
2009/10/13,11808,5187,10546,4769,31895,12018,17350,6801,18741,11391,90340,40166
2009/10/14,11808,5187,10546,4769,31895,12018,17350,6801,18741,11391,90340,40166
2009/10/15,11808,5187,10546,4769,31895,12018,17350,6801,18741,11391,90340,40166
2009/10/16,11808,5187,10546,4769,31895,12018,17350,6801,18741,11391,90340,40166
2009/10/17,11808,5187,10546,4769,31895,12018,17350,6801,18741,11391,90340,40166
2009/10/18,11808,5187,10546,4769,31895,12018,17350,6801,18741,11391,90340,40166
2009/10/19,11808,5187,10546,4769,31895,12018,17350,6801,18741,11391,90340,40166
2009/10/20,11808,5187,10546,4769,31895,12018,17350,6801,18741,11391,90340,40166
2009/10/21,11808,5187,10546,4769,31895,12018,17350,6801,18741,11391,90340,40166
2009/10/22,11808,5187,10546,4769,31895,12018,17350,6801,18741,11391,90340,40166
2009/10/23,11808,5187,10546,4769,31895,12018,17350,6801,18741,11391,90340,40166
2009/10/24,11808,5187,10546,4769,31895,12018,17350,6801,18741,11391,90340,40166
2009/10/25,11808,5187,10546,4769,31895,12018,17350,6801,18741,11391,90340,40166
2009/10/26,11808,5187,10546,4769,31895,12018,17350,6801,18741,11391,90340,40166
2009/10/27,11808,5187,10546,4769,31895,12018,17350,6801,18741,11391,90340,40166
2009/10/28,11808,5187,10546,4769,31895,12018,17350,6801,18741,11391,90340,40166
2009/10/29,11808,5187,10546,4769,31895,12018,17350,6801,18741,11391,90340,40166
2009/10/30,11808,5187,10546,4769,31895,12018,17350,6801,18741,11391,90340,40166
2009/10/31,11808,5187,10546,4769,31895,12018,17350,6801,18741,11391,90340,40166
2009/11/1,11437,4591,9251,4349,29413,10586,16412,5887,17800,9507,84313,34920
2009/11/2,11437,4591,9251,4349,29413,10586,16412,5887,17800,9507,84313,34920
2009/11/3,11437,4591,9251,4349,29413,10586,16412,5887,17800,9507,84313,34920
2009/11/4,11437,4591,9251,4349,29413,10586,16412,5887,17800,9507,84313,34920
2009/11/5,11437,4591,9251,4349,29413,10586,16412,5887,17800,9507,84313,34920
2009/11/6,11437,4591,9251,4349,29413,10586,16412,5887,17800,9507,84313,34920
2009/11/7,11437,4591,9251,4349,29413,10586,16412,5887,17800,9507,84313,34920
2009/11/8,11437,4591,9251,4349,29413,10586,16412,5887,17800,9507,84313,34920
2009/11/9,11437,4591,9251,4349,29413,10586,16412,5887,17800,9507,84313,34920
2009/11/10,11437,4591,9251,4349,29413,10586,16412,5887,17800,9507,84313,34920
2009/11/11,11437,4591,9251,4349,29413,10586,16412,5887,17800,9507,84313,34920
2009/11/12,11437,4591,9251,4349,29413,10586,16412,5887,17800,9507,84313,34920
2009/11/13,11437,4591,9251,4349,29413,10586,16412,5887,17800,9507,84313,34920
2009/11/14,11437,4591,9251,4349,29413,10586,16412,5887,17800,9507,84313,34920
2009/11/15,11437,4591,9251,4349,29413,10586,16412,5887,17800,9507,84313,34920
2009/11/16,11437,4591,9251,4349,29413,10586,16412,5887,17800,9507,84313,34920
2009/11/17,11437,4591,9251,4349,29413,10586,16412,5887,17800,9507,84313,34920
2009/11/18,11437,4591,9251,4349,29413,10586,16412,5887,17800,9507,84313,34920
2009/11/19,11437,4591,9251,4349,29413,10586,16412,5887,17800,9507,84313,34920
2009/11/20,11437,4591,9251,4349,29413,10586,16412,5887,17800,9507,84313,34920
2009/11/21,11437,4591,9251,4349,29413,10586,16412,5887,17800,9507,84313,34920
2009/11/22,11437,4591,9251,4349,29413,10586,16412,5887,17800,9507,84313,34920
2009/11/23,11437,4591,9251,4349,29413,10586,16412,5887,17800,9507,84313,34920
2009/11/24,11437,4591,9251,4349,29413,10586,16412,5887,17800,9507,84313,34920
2009/11/25,11437,4591,9251,4349,29413,10586,16412,5887,17800,9507,84313,34920
2009/11/26,11437,4591,9251,4349,29413,10586,16412,5887,17800,9507,84313,34920
2009/11/27,11437,4591,9251,4349,29413,10586,16412,5887,17800,9507,84313,34920
2009/11/28,11437,4591,9251,4349,29413,10586,16412,5887,17800,9507,84313,34920
2009/11/29,11437,4591,9251,4349,29413,10586,16412,5887,17800,9507,84313,34920
2009/11/30,11437,4591,9251,4349,29413,10586,16412,5887,17800,9507,84313,34920
2009/12/1,11138,4529,10101,4320,32269,10754,17342,5767,18933,9234,89783,34604
2009/12/2,11138,4529,10101,4320,32269,10754,17342,5767,18933,9234,89783,34604
2009/12/3,11138,4529,10101,4320,32269,10754,17342,5767,18933,9234,89783,34604
2009/12/4,11138,4529,10101,4320,32269,10754,17342,5767,18933,9234,89783,34604
2009/12/5,11138,4529,10101,4320,32269,10754,17342,5767,18933,9234,89783,34604
2009/12/6,11138,4529,10101,4320,32269,10754,17342,5767,18933,9234,89783,34604
2009/12/7,11138,4529,10101,4320,32269,10754,17342,5767,18933,9234,89783,34604
2009/12/8,11138,4529,10101,4320,32269,10754,17342,5767,18933,9234,89783,34604
2009/12/9,11138,4529,10101,4320,32269,10754,17342,5767,18933,9234,89783,34604
2009/12/10,11138,4529,10101,4320,32269,10754,17342,5767,18933,9234,89783,34604
2009/12/11,11138,4529,10101,4320,32269,10754,17342,5767,18933,9234,89783,34604
2009/12/12,11138,4529,10101,4320,32269,10754,17342,5767,18933,9234,89783,34604
2009/12/13,11138,4529,10101,4320,32269,10754,17342,5767,18933,9234,89783,34604
2009/12/14,11138,4529,10101,4320,32269,10754,17342,5767,18933,9234,89783,34604
2009/12/15,11138,4529,10101,4320,32269,10754,17342,5767,18933,9234,89783,34604
2009/12/16,11138,4529,10101,4320,32269,10754,17342,5767,18933,9234,89783,34604
2009/12/17,11138,4529,10101,4320,32269,10754,17342,5767,18933,9234,89783,34604
2009/12/18,11138,4529,10101,4320,32269,10754,17342,5767,18933,9234,89783,34604
2009/12/19,11138,4529,10101,4320,32269,10754,17342,5767,18933,9234,89783,34604
2009/12/20,11138,4529,10101,4320,32269,10754,17342,5767,18933,9234,89783,34604
2009/12/21,11138,4529,10101,4320,32269,10754,17342,5767,18933,9234,89783,34604
2009/12/22,11138,4529,10101,4320,32269,10754,17342,5767,18933,9234,89783,34604
2009/12/23,11138,4529,10101,4320,32269,10754,17342,5767,18933,9234,89783,34604
2009/12/24,11138,4529,10101,4320,32269,10754,17342,5767,18933,9234,89783,34604
2009/12/25,11138,4529,10101,4320,32269,10754,17342,5767,18933,9234,89783,34604
2009/12/26,11138,4529,10101,4320,32269,10754,17342,5767,18933,9234,89783,34604
2009/12/27,11138,4529,10101,4320,32269,10754,17342,5767,18933,9234,89783,34604
2009/12/28,11138,4529,10101,4320,32269,10754,17342,5767,18933,9234,89783,34604
2009/12/29,11138,4529,10101,4320,32269,10754,17342,5767,18933,9234,89783,34604
2009/12/30,11138,4529,10101,4320,32269,10754,17342,5767,18933,9234,89783,34604
2009/12/31,11138,4529,10101,4320,32269,10754,17342,5767,18933,9234,89783,34604
2010/1/1,9620,8657,7920,7771,25766,21182,13774,11664,14471,8775,71551,58049
2010/1/2,9620,8657,7920,7771,25766,21182,13774,11664,14471,8775,71551,58049
2010/1/3,9620,8657,7920,7771,25766,21182,13774,11664,14471,8775,71551,58049
2010/1/4,9620,8657,7920,7771,25766,21182,13774,11664,14471,8775,71551,58049
2010/1/5,9620,8657,7920,7771,25766,21182,13774,11664,14471,8775,71551,58049
2010/1/6,9620,8657,7920,7771,25766,21182,13774,11664,14471,8775,71551,58049
2010/1/7,9620,8657,7920,7771,25766,21182,13774,11664,14471,8775,71551,58049
2010/1/8,9620,8657,7920,7771,25766,21182,13774,11664,14471,8775,71551,58049
2010/1/9,9620,8657,7920,7771,25766,21182,13774,11664,14471,8775,71551,58049
2010/1/10,9620,8657,7920,7771,25766,21182,13774,11664,14471,8775,71551,58049
2010/1/11,9620,8657,7920,7771,25766,21182,13774,11664,14471,8775,71551,58049
2010/1/12,9620,8657,7920,7771,25766,21182,13774,11664,14471,8775,71551,58049
2010/1/13,9620,8657,7920,7771,25766,21182,13774,11664,14471,8775,71551,58049
2010/1/14,9620,8657,7920,7771,25766,21182,13774,11664,14471,8775,71551,58049
2010/1/15,9620,8657,7920,7771,25766,21182,13774,11664,14471,8775,71551,58049
2010/1/16,9620,8657,7920,7771,25766,21182,13774,11664,14471,8775,71551,58049
2010/1/17,9620,8657,7920,7771,25766,21182,13774,11664,14471,8775,71551,58049
2010/1/18,9620,8657,7920,7771,25766,21182,13774,11664,14471,8775,71551,58049
2010/1/19,9620,8657,7920,7771,25766,21182,13774,11664,14471,8775,71551,58049
2010/1/20,9620,8657,7920,7771,25766,21182,13774,11664,14471,8775,71551,58049
2010/1/21,9620,8657,7920,7771,25766,21182,13774,11664,14471,8775,71551,58049
2010/1/22,9620,8657,7920,7771,25766,21182,13774,11664,14471,8775,71551,58049
2010/1/23,9620,8657,7920,7771,25766,21182,13774,11664,14471,8775,71551,58049
2010/1/24,9620,8657,7920,7771,25766,21182,13774,11664,14471,8775,71551,58049
2010/1/25,9620,8657,7920,7771,25766,21182,13774,11664,14471,8775,71551,58049
2010/1/26,9620,8657,7920,7771,25766,21182,13774,11664,14471,8775,71551,58049
2010/1/27,9620,8657,7920,7771,25766,21182,13774,11664,14471,8775,71551,58049
2010/1/28,9620,8657,7920,7771,25766,21182,13774,11664,14471,8775,71551,58049
2010/1/29,9620,8657,7920,7771,25766,21182,13774,11664,14471,8775,71551,58049
2010/1/30,9620,8657,7920,7771,25766,21182,13774,11664,14471,8775,71551,58049
2010/1/31,9620,8657,7920,7771,25766,21182,13774,11664,14471,8775,71551,58049
2010/2/1,11343,9555,9973,8919,30659,24124,17253,12724,17255,9606,86483,64928
2010/2/2,11343,9555,9973,8919,30659,24124,17253,12724,17255,9606,86483,64928
2010/2/3,11343,9555,9973,8919,30659,24124,17253,12724,17255,9606,86483,64928
2010/2/4,11343,9555,9973,8919,30659,24124,17253,12724,17255,9606,86483,64928
2010/2/5,11343,9555,9973,8919,30659,24124,17253,12724,17255,9606,86483,64928
2010/2/6,11343,9555,9973,8919,30659,24124,17253,12724,17255,9606,86483,64928
2010/2/7,11343,9555,9973,8919,30659,24124,17253,12724,17255,9606,86483,64928
2010/2/8,11343,9555,9973,8919,30659,24124,17253,12724,17255,9606,86483,64928
2010/2/9,11343,9555,9973,8919,30659,24124,17253,12724,17255,9606,86483,64928
2010/2/10,11343,9555,9973,8919,30659,24124,17253,12724,17255,9606,86483,64928
2010/2/11,11343,9555,9973,8919,30659,24124,17253,12724,17255,9606,86483,64928
2010/2/12,11343,9555,9973,8919,30659,24124,17253,12724,17255,9606,86483,64928
2010/2/13,11343,9555,9973,8919,30659,24124,17253,12724,17255,9606,86483,64928
2010/2/14,11343,9555,9973,8919,30659,24124,17253,12724,17255,9606,86483,64928
2010/2/15,11343,9555,9973,8919,30659,24124,17253,12724,17255,9606,86483,64928
2010/2/16,11343,9555,9973,8919,30659,24124,17253,12724,17255,9606,86483,64928
2010/2/17,11343,9555,9973,8919,30659,24124,17253,12724,17255,9606,86483,64928
2010/2/18,11343,9555,9973,8919,30659,24124,17253,12724,17255,9606,86483,64928
2010/2/19,11343,9555,9973,8919,30659,24124,17253,12724,17255,9606,86483,64928
2010/2/20,11343,9555,9973,8919,30659,24124,17253,12724,17255,9606,86483,64928
2010/2/21,11343,9555,9973,8919,30659,24124,17253,12724,17255,9606,86483,64928
2010/2/22,11343,9555,9973,8919,30659,24124,17253,12724,17255,9606,86483,64928
2010/2/23,11343,9555,9973,8919,30659,24124,17253,12724,17255,9606,86483,64928
2010/2/24,11343,9555,9973,8919,30659,24124,17253,12724,17255,9606,86483,64928
2010/2/25,11343,9555,9973,8919,30659,24124,17253,12724,17255,9606,86483,64928
2010/2/26,11343,9555,9973,8919,30659,24124,17253,12724,17255,9606,86483,64928
2010/2/27,11343,9555,9973,8919,30659,24124,17253,12724,17255,9606,86483,64928
2010/2/28,11343,9555,9973,8919,30659,24124,17253,12724,17255,9606,86483,64928
2010/3/1,20776,25861,19226,24972,52784,56469,30840,35449,29903,29187,153529,171938
2010/3/2,20776,25861,19226,24972,52784,56469,30840,35449,29903,29187,153529,171938
2010/3/3,20776,25861,19226,24972,52784,56469,30840,35449,29903,29187,153529,171938
2010/3/4,20776,25861,19226,24972,52784,56469,30840,35449,29903,29187,153529,171938
2010/3/5,20776,25861,19226,24972,52784,56469,30840,35449,29903,29187,153529,171938
2010/3/6,20776,25861,19226,24972,52784,56469,30840,35449,29903,29187,153529,171938
2010/3/7,20776,25861,19226,24972,52784,56469,30840,35449,29903,29187,153529,171938
2010/3/8,20776,25861,19226,24972,52784,56469,30840,35449,29903,29187,153529,171938
2010/3/9,20776,25861,19226,24972,52784,56469,30840,35449,29903,29187,153529,171938
2010/3/10,20776,25861,19226,24972,52784,56469,30840,35449,29903,29187,153529,171938
2010/3/11,20776,25861,19226,24972,52784,56469,30840,35449,29903,29187,153529,171938
2010/3/12,20776,25861,19226,24972,52784,56469,30840,35449,29903,29187,153529,171938
2010/3/13,20776,25861,19226,24972,52784,56469,30840,35449,29903,29187,153529,171938
2010/3/14,20776,25861,19226,24972,52784,56469,30840,35449,29903,29187,153529,171938
2010/3/15,20776,25861,19226,24972,52784,56469,30840,35449,29903,29187,153529,171938
2010/3/16,20776,25861,19226,24972,52784,56469,30840,35449,29903,29187,153529,171938
2010/3/17,20776,25861,19226,24972,52784,56469,30840,35449,29903,29187,153529,171938
2010/3/18,20776,25861,19226,24972,52784,56469,30840,35449,29903,29187,153529,171938
2010/3/19,20776,25861,19226,24972,52784,56469,30840,35449,29903,29187,153529,171938
2010/3/20,20776,25861,19226,24972,52784,56469,30840,35449,29903,29187,153529,171938
2010/3/21,20776,25861,19226,24972,52784,56469,30840,35449,29903,29187,153529,171938
2010/3/22,20776,25861,19226,24972,52784,56469,30840,35449,29903,29187,153529,171938
2010/3/23,20776,25861,19226,24972,52784,56469,30840,35449,29903,29187,153529,171938
2010/3/24,20776,25861,19226,24972,52784,56469,30840,35449,29903,29187,153529,171938
2010/3/25,20776,25861,19226,24972,52784,56469,30840,35449,29903,29187,153529,171938
2010/3/26,20776,25861,19226,24972,52784,56469,30840,35449,29903,29187,153529,171938
2010/3/27,20776,25861,19226,24972,52784,56469,30840,35449,29903,29187,153529,171938
2010/3/28,20776,25861,19226,24972,52784,56469,30840,35449,29903,29187,153529,171938
2010/3/29,20776,25861,19226,24972,52784,56469,30840,35449,29903,29187,153529,171938
2010/3/30,20776,25861,19226,24972,52784,56469,30840,35449,29903,29187,153529,171938
2010/3/31,20776,25861,19226,24972,52784,56469,30840,35449,29903,29187,153529,171938
2010/4/1,14960,20680,13184,20713,40092,48800,22854,28071,23949,24258,115039,142522
2010/4/2,14960,20680,13184,20713,40092,48800,22854,28071,23949,24258,115039,142522
2010/4/3,14960,20680,13184,20713,40092,48800,22854,28071,23949,24258,115039,142522
2010/4/4,14960,20680,13184,20713,40092,48800,22854,28071,23949,24258,115039,142522
2010/4/5,14960,20680,13184,20713,40092,48800,22854,28071,23949,24258,115039,142522
2010/4/6,14960,20680,13184,20713,40092,48800,22854,28071,23949,24258,115039,142522
2010/4/7,14960,20680,13184,20713,40092,48800,22854,28071,23949,24258,115039,142522
2010/4/8,14960,20680,13184,20713,40092,48800,22854,28071,23949,24258,115039,142522
2010/4/9,14960,20680,13184,20713,40092,48800,22854,28071,23949,24258,115039,142522
2010/4/10,14960,20680,13184,20713,40092,48800,22854,28071,23949,24258,115039,142522
2010/4/11,14960,20680,13184,20713,40092,48800,22854,28071,23949,24258,115039,142522
2010/4/12,14960,20680,13184,20713,40092,48800,22854,28071,23949,24258,115039,142522
2010/4/13,14960,20680,13184,20713,40092,48800,22854,28071,23949,24258,115039,142522
2010/4/14,14960,20680,13184,20713,40092,48800,22854,28071,23949,24258,115039,142522
2010/4/15,14960,20680,13184,20713,40092,48800,22854,28071,23949,24258,115039,142522
2010/4/16,14960,20680,13184,20713,40092,48800,22854,28071,23949,24258,115039,142522
2010/4/17,14960,20680,13184,20713,40092,48800,22854,28071,23949,24258,115039,142522
2010/4/18,14960,20680,13184,20713,40092,48800,22854,28071,23949,24258,115039,142522
2010/4/19,14960,20680,13184,20713,40092,48800,22854,28071,23949,24258,115039,142522
2010/4/20,14960,20680,13184,20713,40092,48800,22854,28071,23949,24258,115039,142522
2010/4/21,14960,20680,13184,20713,40092,48800,22854,28071,23949,24258,115039,142522
2010/4/22,14960,20680,13184,20713,40092,48800,22854,28071,23949,24258,115039,142522
2010/4/23,14960,20680,13184,20713,40092,48800,22854,28071,23949,24258,115039,142522
2010/4/24,14960,20680,13184,20713,40092,48800,22854,28071,23949,24258,115039,142522
2010/4/25,14960,20680,13184,20713,40092,48800,22854,28071,23949,24258,115039,142522
2010/4/26,14960,20680,13184,20713,40092,48800,22854,28071,23949,24258,115039,142522
2010/4/27,14960,20680,13184,20713,40092,48800,22854,28071,23949,24258,115039,142522
2010/4/28,14960,20680,13184,20713,40092,48800,22854,28071,23949,24258,115039,142522
2010/4/29,14960,20680,13184,20713,40092,48800,22854,28071,23949,24258,115039,142522
2010/4/30,14960,20680,13184,20713,40092,48800,22854,28071,23949,24258,115039,142522
2010/5/1,10015,10331,8458,9197,28396,24132,15968,13831,16549,10630,79386,68121
2010/5/2,10015,10331,8458,9197,28396,24132,15968,13831,16549,10630,79386,68121
2010/5/3,10015,10331,8458,9197,28396,24132,15968,13831,16549,10630,79386,68121
2010/5/4,10015,10331,8458,9197,28396,24132,15968,13831,16549,10630,79386,68121
2010/5/5,10015,10331,8458,9197,28396,24132,15968,13831,16549,10630,79386,68121
2010/5/6,10015,10331,8458,9197,28396,24132,15968,13831,16549,10630,79386,68121
2010/5/7,10015,10331,8458,9197,28396,24132,15968,13831,16549,10630,79386,68121
2010/5/8,10015,10331,8458,9197,28396,24132,15968,13831,16549,10630,79386,68121
2010/5/9,10015,10331,8458,9197,28396,24132,15968,13831,16549,10630,79386,68121
2010/5/10,10015,10331,8458,9197,28396,24132,15968,13831,16549,10630,79386,68121
2010/5/11,10015,10331,8458,9197,28396,24132,15968,13831,16549,10630,79386,68121
2010/5/12,10015,10331,8458,9197,28396,24132,15968,13831,16549,10630,79386,68121
2010/5/13,10015,10331,8458,9197,28396,24132,15968,13831,16549,10630,79386,68121
2010/5/14,10015,10331,8458,9197,28396,24132,15968,13831,16549,10630,79386,68121
2010/5/15,10015,10331,8458,9197,28396,24132,15968,13831,16549,10630,79386,68121
2010/5/16,10015,10331,8458,9197,28396,24132,15968,13831,16549,10630,79386,68121
2010/5/17,10015,10331,8458,9197,28396,24132,15968,13831,16549,10630,79386,68121
2010/5/18,10015,10331,8458,9197,28396,24132,15968,13831,16549,10630,79386,68121
2010/5/19,10015,10331,8458,9197,28396,24132,15968,13831,16549,10630,79386,68121
