date,Saitama_i,Saitama_O,Tiba_i,Tiba_O,Tokyo_i,Tokyo_O,Kanagawa_i,Kanagawa_O,Osaka_i,Osaka_O,Total_i,Total_o
2011/3/3,19560,23379,17727,23330,52165,51348,29508,33129,30461,26471,149421,157657
2011/3/4,19560,23379,17727,23330,52165,51348,29508,33129,30461,26471,149421,157657
2011/3/5,19560,23379,17727,23330,52165,51348,29508,33129,30461,26471,149421,157657
2011/3/6,19560,23379,17727,23330,52165,51348,29508,33129,30461,26471,149421,157657
2011/3/7,19560,23379,17727,23330,52165,51348,29508,33129,30461,26471,149421,157657
2011/3/8,19560,23379,17727,23330,52165,51348,29508,33129,30461,26471,149421,157657
2011/3/9,19560,23379,17727,23330,52165,51348,29508,33129,30461,26471,149421,157657
2011/3/10,19560,23379,17727,23330,52165,51348,29508,33129,30461,26471,149421,157657
2011/3/11,19560,23379,17727,23330,52165,51348,29508,33129,30461,26471,149421,157657
2011/3/12,19560,23379,17727,23330,52165,51348,29508,33129,30461,26471,149421,157657
2011/3/13,19560,23379,17727,23330,52165,51348,29508,33129,30461,26471,149421,157657
2011/3/14,19560,23379,17727,23330,52165,51348,29508,33129,30461,26471,149421,157657
2011/3/15,19560,23379,17727,23330,52165,51348,29508,33129,30461,26471,149421,157657
2011/3/16,19560,23379,17727,23330,52165,51348,29508,33129,30461,26471,149421,157657
2011/3/17,19560,23379,17727,23330,52165,51348,29508,33129,30461,26471,149421,157657
2011/3/18,19560,23379,17727,23330,52165,51348,29508,33129,30461,26471,149421,157657
2011/3/19,19560,23379,17727,23330,52165,51348,29508,33129,30461,26471,149421,157657
2011/3/20,19560,23379,17727,23330,52165,51348,29508,33129,30461,26471,149421,157657
2011/3/21,19560,23379,17727,23330,52165,51348,29508,33129,30461,26471,149421,157657
2011/3/22,19560,23379,17727,23330,52165,51348,29508,33129,30461,26471,149421,157657
2011/3/23,19560,23379,17727,23330,52165,51348,29508,33129,30461,26471,149421,157657
2011/3/24,19560,23379,17727,23330,52165,51348,29508,33129,30461,26471,149421,157657
2011/3/25,19560,23379,17727,23330,52165,51348,29508,33129,30461,26471,149421,157657
2011/3/26,19560,23379,17727,23330,52165,51348,29508,33129,30461,26471,149421,157657
2011/3/27,19560,23379,17727,23330,52165,51348,29508,33129,30461,26471,149421,157657
2011/3/28,19560,23379,17727,23330,52165,51348,29508,33129,30461,26471,149421,157657
2011/3/29,19560,23379,17727,23330,52165,51348,29508,33129,30461,26471,149421,157657
2011/3/30,19560,23379,17727,23330,52165,51348,29508,33129,30461,26471,149421,157657
2011/3/31,19560,23379,17727,23330,52165,51348,29508,33129,30461,26471,149421,157657
2011/4/1,13579,19863,12152,20587,35880,47512,20428,27905,21753,22189,103792,138056
2011/4/2,13579,19863,12152,20587,35880,47512,20428,27905,21753,22189,103792,138056
2011/4/3,13579,19863,12152,20587,35880,47512,20428,27905,21753,22189,103792,138056
2011/4/4,13579,19863,12152,20587,35880,47512,20428,27905,21753,22189,103792,138056
2011/4/5,13579,19863,12152,20587,35880,47512,20428,27905,21753,22189,103792,138056
2011/4/6,13579,19863,12152,20587,35880,47512,20428,27905,21753,22189,103792,138056
2011/4/7,13579,19863,12152,20587,35880,47512,20428,27905,21753,22189,103792,138056
2011/4/8,13579,19863,12152,20587,35880,47512,20428,27905,21753,22189,103792,138056
2011/4/9,13579,19863,12152,20587,35880,47512,20428,27905,21753,22189,103792,138056
2011/4/10,13579,19863,12152,20587,35880,47512,20428,27905,21753,22189,103792,138056
2011/4/11,13579,19863,12152,20587,35880,47512,20428,27905,21753,22189,103792,138056
2011/4/12,13579,19863,12152,20587,35880,47512,20428,27905,21753,22189,103792,138056
2011/4/13,13579,19863,12152,20587,35880,47512,20428,27905,21753,22189,103792,138056
2011/4/14,13579,19863,12152,20587,35880,47512,20428,27905,21753,22189,103792,138056
2011/4/15,13579,19863,12152,20587,35880,47512,20428,27905,21753,22189,103792,138056
2011/4/16,13579,19863,12152,20587,35880,47512,20428,27905,21753,22189,103792,138056
2011/4/17,13579,19863,12152,20587,35880,47512,20428,27905,21753,22189,103792,138056
2011/4/18,13579,19863,12152,20587,35880,47512,20428,27905,21753,22189,103792,138056
2011/4/19,13579,19863,12152,20587,35880,47512,20428,27905,21753,22189,103792,138056
2011/4/20,13579,19863,12152,20587,35880,47512,20428,27905,21753,22189,103792,138056
2011/4/21,13579,19863,12152,20587,35880,47512,20428,27905,21753,22189,103792,138056
2011/4/22,13579,19863,12152,20587,35880,47512,20428,27905,21753,22189,103792,138056
2011/4/23,13579,19863,12152,20587,35880,47512,20428,27905,21753,22189,103792,138056
2011/4/24,13579,19863,12152,20587,35880,47512,20428,27905,21753,22189,103792,138056
2011/4/25,13579,19863,12152,20587,35880,47512,20428,27905,21753,22189,103792,138056
2011/4/26,13579,19863,12152,20587,35880,47512,20428,27905,21753,22189,103792,138056
2011/4/27,13579,19863,12152,20587,35880,47512,20428,27905,21753,22189,103792,138056
2011/4/28,13579,19863,12152,20587,35880,47512,20428,27905,21753,22189,103792,138056
2011/4/29,13579,19863,12152,20587,35880,47512,20428,27905,21753,22189,103792,138056
2011/4/30,13579,19863,12152,20587,35880,47512,20428,27905,21753,22189,103792,138056
2011/5/1,11028,12657,9581,11807,31113,29907,17021,16638,17954,12582,86697,83591
2011/5/2,11028,12657,9581,11807,31113,29907,17021,16638,17954,12582,86697,83591
2011/5/3,11028,12657,9581,11807,31113,29907,17021,16638,17954,12582,86697,83591
2011/5/4,11028,12657,9581,11807,31113,29907,17021,16638,17954,12582,86697,83591
2011/5/5,11028,12657,9581,11807,31113,29907,17021,16638,17954,12582,86697,83591
2011/5/6,11028,12657,9581,11807,31113,29907,17021,16638,17954,12582,86697,83591
2011/5/7,11028,12657,9581,11807,31113,29907,17021,16638,17954,12582,86697,83591
2011/5/8,11028,12657,9581,11807,31113,29907,17021,16638,17954,12582,86697,83591
2011/5/9,11028,12657,9581,11807,31113,29907,17021,16638,17954,12582,86697,83591
2011/5/10,11028,12657,9581,11807,31113,29907,17021,16638,17954,12582,86697,83591
2011/5/11,11028,12657,9581,11807,31113,29907,17021,16638,17954,12582,86697,83591
2011/5/12,11028,12657,9581,11807,31113,29907,17021,16638,17954,12582,86697,83591
2011/5/13,11028,12657,9581,11807,31113,29907,17021,16638,17954,12582,86697,83591
2011/5/14,11028,12657,9581,11807,31113,29907,17021,16638,17954,12582,86697,83591
2011/5/15,11028,12657,9581,11807,31113,29907,17021,16638,17954,12582,86697,83591
2011/5/16,11028,12657,9581,11807,31113,29907,17021,16638,17954,12582,86697,83591
2011/5/17,11028,12657,9581,11807,31113,29907,17021,16638,17954,12582,86697,83591
2011/5/18,11028,12657,9581,11807,31113,29907,17021,16638,17954,12582,86697,83591
2011/5/19,11028,12657,9581,11807,31113,29907,17021,16638,17954,12582,86697,83591
2011/5/20,11028,12657,9581,11807,31113,29907,17021,16638,17954,12582,86697,83591
2011/5/21,11028,12657,9581,11807,31113,29907,17021,16638,17954,12582,86697,83591
2011/5/22,11028,12657,9581,11807,31113,29907,17021,16638,17954,12582,86697,83591
2011/5/23,11028,12657,9581,11807,31113,29907,17021,16638,17954,12582,86697,83591
2011/5/24,11028,12657,9581,11807,31113,29907,17021,16638,17954,12582,86697,83591
2011/5/25,11028,12657,9581,11807,31113,29907,17021,16638,17954,12582,86697,83591
2011/5/26,11028,12657,9581,11807,31113,29907,17021,16638,17954,12582,86697,83591
2011/5/27,11028,12657,9581,11807,31113,29907,17021,16638,17954,12582,86697,83591
2011/5/28,11028,12657,9581,11807,31113,29907,17021,16638,17954,12582,86697,83591
2011/5/29,11028,12657,9581,11807,31113,29907,17021,16638,17954,12582,86697,83591
2011/5/30,11028,12657,9581,11807,31113,29907,17021,16638,17954,12582,86697,83591
2011/5/31,11028,12657,9581,11807,31113,29907,17021,16638,17954,12582,86697,83591
2011/6/1,9875,10271,8489,9538,28705,25397,15733,13559,16881,9554,79683,68319
2011/6/2,9875,10271,8489,9538,28705,25397,15733,13559,16881,9554,79683,68319
2011/6/3,9875,10271,8489,9538,28705,25397,15733,13559,16881,9554,79683,68319
2011/6/4,9875,10271,8489,9538,28705,25397,15733,13559,16881,9554,79683,68319
2011/6/5,9875,10271,8489,9538,28705,25397,15733,13559,16881,9554,79683,68319
2011/6/6,9875,10271,8489,9538,28705,25397,15733,13559,16881,9554,79683,68319
2011/6/7,9875,10271,8489,9538,28705,25397,15733,13559,16881,9554,79683,68319
2011/6/8,9875,10271,8489,9538,28705,25397,15733,13559,16881,9554,79683,68319
2011/6/9,9875,10271,8489,9538,28705,25397,15733,13559,16881,9554,79683,68319
2011/6/10,9875,10271,8489,9538,28705,25397,15733,13559,16881,9554,79683,68319
2011/6/11,9875,10271,8489,9538,28705,25397,15733,13559,16881,9554,79683,68319
2011/6/12,9875,10271,8489,9538,28705,25397,15733,13559,16881,9554,79683,68319
2011/6/13,9875,10271,8489,9538,28705,25397,15733,13559,16881,9554,79683,68319
2011/6/14,9875,10271,8489,9538,28705,25397,15733,13559,16881,9554,79683,68319
2011/6/15,9875,10271,8489,9538,28705,25397,15733,13559,16881,9554,79683,68319
2011/6/16,9875,10271,8489,9538,28705,25397,15733,13559,16881,9554,79683,68319
2011/6/17,9875,10271,8489,9538,28705,25397,15733,13559,16881,9554,79683,68319
2011/6/18,9875,10271,8489,9538,28705,25397,15733,13559,16881,9554,79683,68319
2011/6/19,9875,10271,8489,9538,28705,25397,15733,13559,16881,9554,79683,68319
2011/6/20,9875,10271,8489,9538,28705,25397,15733,13559,16881,9554,79683,68319
2011/6/21,9875,10271,8489,9538,28705,25397,15733,13559,16881,9554,79683,68319
2011/6/22,9875,10271,8489,9538,28705,25397,15733,13559,16881,9554,79683,68319
2011/6/23,9875,10271,8489,9538,28705,25397,15733,13559,16881,9554,79683,68319
2011/6/24,9875,10271,8489,9538,28705,25397,15733,13559,16881,9554,79683,68319
2011/6/25,9875,10271,8489,9538,28705,25397,15733,13559,16881,9554,79683,68319
2011/6/26,9875,10271,8489,9538,28705,25397,15733,13559,16881,9554,79683,68319
2011/6/27,9875,10271,8489,9538,28705,25397,15733,13559,16881,9554,79683,68319
2011/6/28,9875,10271,8489,9538,28705,25397,15733,13559,16881,9554,79683,68319
2011/6/29,9875,10271,8489,9538,28705,25397,15733,13559,16881,9554,79683,68319
2011/6/30,9875,10271,8489,9538,28705,25397,15733,13559,16881,9554,79683,68319
2011/7/1,10326,10686,8924,10248,28288,26595,15556,14681,16089,10332,79183,72542
2011/7/2,10326,10686,8924,10248,28288,26595,15556,14681,16089,10332,79183,72542
2011/7/3,10326,10686,8924,10248,28288,26595,15556,14681,16089,10332,79183,72542
2011/7/4,10326,10686,8924,10248,28288,26595,15556,14681,16089,10332,79183,72542
2011/7/5,10326,10686,8924,10248,28288,26595,15556,14681,16089,10332,79183,72542
2011/7/6,10326,10686,8924,10248,28288,26595,15556,14681,16089,10332,79183,72542
2011/7/7,10326,10686,8924,10248,28288,26595,15556,14681,16089,10332,79183,72542
2011/7/8,10326,10686,8924,10248,28288,26595,15556,14681,16089,10332,79183,72542
2011/7/9,10326,10686,8924,10248,28288,26595,15556,14681,16089,10332,79183,72542
2011/7/10,10326,10686,8924,10248,28288,26595,15556,14681,16089,10332,79183,72542
2011/7/11,10326,10686,8924,10248,28288,26595,15556,14681,16089,10332,79183,72542
2011/7/12,10326,10686,8924,10248,28288,26595,15556,14681,16089,10332,79183,72542
2011/7/13,10326,10686,8924,10248,28288,26595,15556,14681,16089,10332,79183,72542
2011/7/14,10326,10686,8924,10248,28288,26595,15556,14681,16089,10332,79183,72542
2011/7/15,10326,10686,8924,10248,28288,26595,15556,14681,16089,10332,79183,72542
2011/7/16,10326,10686,8924,10248,28288,26595,15556,14681,16089,10332,79183,72542
2011/7/17,10326,10686,8924,10248,28288,26595,15556,14681,16089,10332,79183,72542
2011/7/18,10326,10686,8924,10248,28288,26595,15556,14681,16089,10332,79183,72542
2011/7/19,10326,10686,8924,10248,28288,26595,15556,14681,16089,10332,79183,72542
2011/7/20,10326,10686,8924,10248,28288,26595,15556,14681,16089,10332,79183,72542
2011/7/21,10326,10686,8924,10248,28288,26595,15556,14681,16089,10332,79183,72542
2011/7/22,10326,10686,8924,10248,28288,26595,15556,14681,16089,10332,79183,72542
2011/7/23,10326,10686,8924,10248,28288,26595,15556,14681,16089,10332,79183,72542
2011/7/24,10326,10686,8924,10248,28288,26595,15556,14681,16089,10332,79183,72542
2011/7/25,10326,10686,8924,10248,28288,26595,15556,14681,16089,10332,79183,72542
2011/7/26,10326,10686,8924,10248,28288,26595,15556,14681,16089,10332,79183,72542
2011/7/27,10326,10686,8924,10248,28288,26595,15556,14681,16089,10332,79183,72542
2011/7/28,10326,10686,8924,10248,28288,26595,15556,14681,16089,10332,79183,72542
2011/7/29,10326,10686,8924,10248,28288,26595,15556,14681,16089,10332,79183,72542
2011/7/30,10326,10686,8924,10248,28288,26595,15556,14681,16089,10332,79183,72542
2011/7/31,10326,10686,8924,10248,28288,26595,15556,14681,16089,10332,79183,72542
2011/8/1,11134,12386,9402,11558,31372,28388,17035,16034,18972,11874,87915,80240
2011/8/2,11134,12386,9402,11558,31372,28388,17035,16034,18972,11874,87915,80240
2011/8/3,11134,12386,9402,11558,31372,28388,17035,16034,18972,11874,87915,80240
2011/8/4,11134,12386,9402,11558,31372,28388,17035,16034,18972,11874,87915,80240
2011/8/5,11134,12386,9402,11558,31372,28388,17035,16034,18972,11874,87915,80240
2011/8/6,11134,12386,9402,11558,31372,28388,17035,16034,18972,11874,87915,80240
2011/8/7,11134,12386,9402,11558,31372,28388,17035,16034,18972,11874,87915,80240
2011/8/8,11134,12386,9402,11558,31372,28388,17035,16034,18972,11874,87915,80240
2011/8/9,11134,12386,9402,11558,31372,28388,17035,16034,18972,11874,87915,80240
2011/8/10,11134,12386,9402,11558,31372,28388,17035,16034,18972,11874,87915,80240
2011/8/11,11134,12386,9402,11558,31372,28388,17035,16034,18972,11874,87915,80240
2011/8/12,11134,12386,9402,11558,31372,28388,17035,16034,18972,11874,87915,80240
2011/8/13,11134,12386,9402,11558,31372,28388,17035,16034,18972,11874,87915,80240
2011/8/14,11134,12386,9402,11558,31372,28388,17035,16034,18972,11874,87915,80240
2011/8/15,11134,12386,9402,11558,31372,28388,17035,16034,18972,11874,87915,80240
2011/8/16,11134,12386,9402,11558,31372,28388,17035,16034,18972,11874,87915,80240
2011/8/17,11134,12386,9402,11558,31372,28388,17035,16034,18972,11874,87915,80240
2011/8/18,11134,12386,9402,11558,31372,28388,17035,16034,18972,11874,87915,80240
2011/8/19,11134,12386,9402,11558,31372,28388,17035,16034,18972,11874,87915,80240
2011/8/20,11134,12386,9402,11558,31372,28388,17035,16034,18972,11874,87915,80240
2011/8/21,11134,12386,9402,11558,31372,28388,17035,16034,18972,11874,87915,80240
2011/8/22,11134,12386,9402,11558,31372,28388,17035,16034,18972,11874,87915,80240
2011/8/23,11134,12386,9402,11558,31372,28388,17035,16034,18972,11874,87915,80240
2011/8/24,11134,12386,9402,11558,31372,28388,17035,16034,18972,11874,87915,80240
2011/8/25,11134,12386,9402,11558,31372,28388,17035,16034,18972,11874,87915,80240
2011/8/26,11134,12386,9402,11558,31372,28388,17035,16034,18972,11874,87915,80240
2011/8/27,11134,12386,9402,11558,31372,28388,17035,16034,18972,11874,87915,80240
2011/8/28,11134,12386,9402,11558,31372,28388,17035,16034,18972,11874,87915,80240
2011/8/29,11134,12386,9402,11558,31372,28388,17035,16034,18972,11874,87915,80240
2011/8/30,11134,12386,9402,11558,31372,28388,17035,16034,18972,11874,87915,80240
2011/8/31,11134,12386,9402,11558,31372,28388,17035,16034,18972,11874,87915,80240
2011/9/1,10555,10048,8953,9587,27076,23705,15294,13345,15683,9808,77561,66493
2011/9/2,10555,10048,8953,9587,27076,23705,15294,13345,15683,9808,77561,66493
2011/9/3,10555,10048,8953,9587,27076,23705,15294,13345,15683,9808,77561,66493
2011/9/4,10555,10048,8953,9587,27076,23705,15294,13345,15683,9808,77561,66493
2011/9/5,10555,10048,8953,9587,27076,23705,15294,13345,15683,9808,77561,66493
2011/9/6,10555,10048,8953,9587,27076,23705,15294,13345,15683,9808,77561,66493
2011/9/7,10555,10048,8953,9587,27076,23705,15294,13345,15683,9808,77561,66493
2011/9/8,10555,10048,8953,9587,27076,23705,15294,13345,15683,9808,77561,66493
2011/9/9,10555,10048,8953,9587,27076,23705,15294,13345,15683,9808,77561,66493
2011/9/10,10555,10048,8953,9587,27076,23705,15294,13345,15683,9808,77561,66493
2011/9/11,10555,10048,8953,9587,27076,23705,15294,13345,15683,9808,77561,66493
2011/9/12,10555,10048,8953,9587,27076,23705,15294,13345,15683,9808,77561,66493
2011/9/13,10555,10048,8953,9587,27076,23705,15294,13345,15683,9808,77561,66493
2011/9/14,10555,10048,8953,9587,27076,23705,15294,13345,15683,9808,77561,66493
2011/9/15,10555,10048,8953,9587,27076,23705,15294,13345,15683,9808,77561,66493
2011/9/16,10555,10048,8953,9587,27076,23705,15294,13345,15683,9808,77561,66493
2011/9/17,10555,10048,8953,9587,27076,23705,15294,13345,15683,9808,77561,66493
2011/9/18,10555,10048,8953,9587,27076,23705,15294,13345,15683,9808,77561,66493
2011/9/19,10555,10048,8953,9587,27076,23705,15294,13345,15683,9808,77561,66493
2011/9/20,10555,10048,8953,9587,27076,23705,15294,13345,15683,9808,77561,66493
2011/9/21,10555,10048,8953,9587,27076,23705,15294,13345,15683,9808,77561,66493
2011/9/22,10555,10048,8953,9587,27076,23705,15294,13345,15683,9808,77561,66493
2011/9/23,10555,10048,8953,9587,27076,23705,15294,13345,15683,9808,77561,66493
2011/9/24,10555,10048,8953,9587,27076,23705,15294,13345,15683,9808,77561,66493
2011/9/25,10555,10048,8953,9587,27076,23705,15294,13345,15683,9808,77561,66493
2011/9/26,10555,10048,8953,9587,27076,23705,15294,13345,15683,9808,77561,66493
2011/9/27,10555,10048,8953,9587,27076,23705,15294,13345,15683,9808,77561,66493
2011/9/28,10555,10048,8953,9587,27076,23705,15294,13345,15683,9808,77561,66493
2011/9/29,10555,10048,8953,9587,27076,23705,15294,13345,15683,9808,77561,66493
2011/9/30,10555,10048,8953,9587,27076,23705,15294,13345,15683,9808,77561,66493
2011/10/1,11053,10946,9405,10300,29356,26318,16763,14832,16677,11526,83254,73922
2011/10/2,11053,10946,9405,10300,29356,26318,16763,14832,16677,11526,83254,73922
2011/10/3,11053,10946,9405,10300,29356,26318,16763,14832,16677,11526,83254,73922
2011/10/4,11053,10946,9405,10300,29356,26318,16763,14832,16677,11526,83254,73922
2011/10/5,11053,10946,9405,10300,29356,26318,16763,14832,16677,11526,83254,73922
2011/10/6,11053,10946,9405,10300,29356,26318,16763,14832,16677,11526,83254,73922
2011/10/7,11053,10946,9405,10300,29356,26318,16763,14832,16677,11526,83254,73922
2011/10/8,11053,10946,9405,10300,29356,26318,16763,14832,16677,11526,83254,73922
2011/10/9,11053,10946,9405,10300,29356,26318,16763,14832,16677,11526,83254,73922
2011/10/10,11053,10946,9405,10300,29356,26318,16763,14832,16677,11526,83254,73922
2011/10/11,11053,10946,9405,10300,29356,26318,16763,14832,16677,11526,83254,73922
2011/10/12,11053,10946,9405,10300,29356,26318,16763,14832,16677,11526,83254,73922
2011/10/13,11053,10946,9405,10300,29356,26318,16763,14832,16677,11526,83254,73922
2011/10/14,11053,10946,9405,10300,29356,26318,16763,14832,16677,11526,83254,73922
2011/10/15,11053,10946,9405,10300,29356,26318,16763,14832,16677,11526,83254,73922
2011/10/16,11053,10946,9405,10300,29356,26318,16763,14832,16677,11526,83254,73922
2011/10/17,11053,10946,9405,10300,29356,26318,16763,14832,16677,11526,83254,73922
2011/10/18,11053,10946,9405,10300,29356,26318,16763,14832,16677,11526,83254,73922
2011/10/19,11053,10946,9405,10300,29356,26318,16763,14832,16677,11526,83254,73922
2011/10/20,11053,10946,9405,10300,29356,26318,16763,14832,16677,11526,83254,73922
2011/10/21,11053,10946,9405,10300,29356,26318,16763,14832,16677,11526,83254,73922
2011/10/22,11053,10946,9405,10300,29356,26318,16763,14832,16677,11526,83254,73922
2011/10/23,11053,10946,9405,10300,29356,26318,16763,14832,16677,11526,83254,73922
2011/10/24,11053,10946,9405,10300,29356,26318,16763,14832,16677,11526,83254,73922
2011/10/25,11053,10946,9405,10300,29356,26318,16763,14832,16677,11526,83254,73922
2011/10/26,11053,10946,9405,10300,29356,26318,16763,14832,16677,11526,83254,73922
2011/10/27,11053,10946,9405,10300,29356,26318,16763,14832,16677,11526,83254,73922
2011/10/28,11053,10946,9405,10300,29356,26318,16763,14832,16677,11526,83254,73922
2011/10/29,11053,10946,9405,10300,29356,26318,16763,14832,16677,11526,83254,73922
2011/10/30,11053,10946,9405,10300,29356,26318,16763,14832,16677,11526,83254,73922
2011/10/31,11053,10946,9405,10300,29356,26318,16763,14832,16677,11526,83254,73922
2011/11/1,10826,9703,9027,8979,31377,22920,17619,12710,17338,9336,86187,63648
2011/11/2,10826,9703,9027,8979,31377,22920,17619,12710,17338,9336,86187,63648
2011/11/3,10826,9703,9027,8979,31377,22920,17619,12710,17338,9336,86187,63648
2011/11/4,10826,9703,9027,8979,31377,22920,17619,12710,17338,9336,86187,63648
2011/11/5,10826,9703,9027,8979,31377,22920,17619,12710,17338,9336,86187,63648
2011/11/6,10826,9703,9027,8979,31377,22920,17619,12710,17338,9336,86187,63648
2011/11/7,10826,9703,9027,8979,31377,22920,17619,12710,17338,9336,86187,63648
2011/11/8,10826,9703,9027,8979,31377,22920,17619,12710,17338,9336,86187,63648
2011/11/9,10826,9703,9027,8979,31377,22920,17619,12710,17338,9336,86187,63648
2011/11/10,10826,9703,9027,8979,31377,22920,17619,12710,17338,9336,86187,63648
2011/11/11,10826,9703,9027,8979,31377,22920,17619,12710,17338,9336,86187,63648
2011/11/12,10826,9703,9027,8979,31377,22920,17619,12710,17338,9336,86187,63648
2011/11/13,10826,9703,9027,8979,31377,22920,17619,12710,17338,9336,86187,63648
2011/11/14,10826,9703,9027,8979,31377,22920,17619,12710,17338,9336,86187,63648
2011/11/15,10826,9703,9027,8979,31377,22920,17619,12710,17338,9336,86187,63648
2011/11/16,10826,9703,9027,8979,31377,22920,17619,12710,17338,9336,86187,63648
2011/11/17,10826,9703,9027,8979,31377,22920,17619,12710,17338,9336,86187,63648
2011/11/18,10826,9703,9027,8979,31377,22920,17619,12710,17338,9336,86187,63648
2011/11/19,10826,9703,9027,8979,31377,22920,17619,12710,17338,9336,86187,63648
2011/11/20,10826,9703,9027,8979,31377,22920,17619,12710,17338,9336,86187,63648
2011/11/21,10826,9703,9027,8979,31377,22920,17619,12710,17338,9336,86187,63648
2011/11/22,10826,9703,9027,8979,31377,22920,17619,12710,17338,9336,86187,63648
2011/11/23,10826,9703,9027,8979,31377,22920,17619,12710,17338,9336,86187,63648
2011/11/24,10826,9703,9027,8979,31377,22920,17619,12710,17338,9336,86187,63648
2011/11/25,10826,9703,9027,8979,31377,22920,17619,12710,17338,9336,86187,63648
2011/11/26,10826,9703,9027,8979,31377,22920,17619,12710,17338,9336,86187,63648
2011/11/27,10826,9703,9027,8979,31377,22920,17619,12710,17338,9336,86187,63648
2011/11/28,10826,9703,9027,8979,31377,22920,17619,12710,17338,9336,86187,63648
2011/11/29,10826,9703,9027,8979,31377,22920,17619,12710,17338,9336,86187,63648
2011/11/30,10826,9703,9027,8979,31377,22920,17619,12710,17338,9336,86187,63648
2011/12/1,10587,9249,9554,9248,31910,23089,17609,13214,18411,9451,88071,64251
2011/12/2,10587,9249,9554,9248,31910,23089,17609,13214,18411,9451,88071,64251
2011/12/3,10587,9249,9554,9248,31910,23089,17609,13214,18411,9451,88071,64251
2011/12/4,10587,9249,9554,9248,31910,23089,17609,13214,18411,9451,88071,64251
2011/12/5,10587,9249,9554,9248,31910,23089,17609,13214,18411,9451,88071,64251
2011/12/6,10587,9249,9554,9248,31910,23089,17609,13214,18411,9451,88071,64251
2011/12/7,10587,9249,9554,9248,31910,23089,17609,13214,18411,9451,88071,64251
2011/12/8,10587,9249,9554,9248,31910,23089,17609,13214,18411,9451,88071,64251
2011/12/9,10587,9249,9554,9248,31910,23089,17609,13214,18411,9451,88071,64251
2011/12/10,10587,9249,9554,9248,31910,23089,17609,13214,18411,9451,88071,64251
2011/12/11,10587,9249,9554,9248,31910,23089,17609,13214,18411,9451,88071,64251
2011/12/12,10587,9249,9554,9248,31910,23089,17609,13214,18411,9451,88071,64251
2011/12/13,10587,9249,9554,9248,31910,23089,17609,13214,18411,9451,88071,64251
2011/12/14,10587,9249,9554,9248,31910,23089,17609,13214,18411,9451,88071,64251
2011/12/15,10587,9249,9554,9248,31910,23089,17609,13214,18411,9451,88071,64251
2011/12/16,10587,9249,9554,9248,31910,23089,17609,13214,18411,9451,88071,64251
2011/12/17,10587,9249,9554,9248,31910,23089,17609,13214,18411,9451,88071,64251
2011/12/18,10587,9249,9554,9248,31910,23089,17609,13214,18411,9451,88071,64251
2011/12/19,10587,9249,9554,9248,31910,23089,17609,13214,18411,9451,88071,64251
2011/12/20,10587,9249,9554,9248,31910,23089,17609,13214,18411,9451,88071,64251
2011/12/21,10587,9249,9554,9248,31910,23089,17609,13214,18411,9451,88071,64251
2011/12/22,10587,9249,9554,9248,31910,23089,17609,13214,18411,9451,88071,64251
2011/12/23,10587,9249,9554,9248,31910,23089,17609,13214,18411,9451,88071,64251
2011/12/24,10587,9249,9554,9248,31910,23089,17609,13214,18411,9451,88071,64251
2011/12/25,10587,9249,9554,9248,31910,23089,17609,13214,18411,9451,88071,64251
2011/12/26,10587,9249,9554,9248,31910,23089,17609,13214,18411,9451,88071,64251
2011/12/27,10587,9249,9554,9248,31910,23089,17609,13214,18411,9451,88071,64251
2011/12/28,10587,9249,9554,9248,31910,23089,17609,13214,18411,9451,88071,64251
2011/12/29,10587,9249,9554,9248,31910,23089,17609,13214,18411,9451,88071,64251
2011/12/30,10587,9249,9554,9248,31910,23089,17609,13214,18411,9451,88071,64251
2011/12/31,10587,9249,9554,9248,31910,23089,17609,13214,18411,9451,88071,64251
2012/1/1,9114,8714,7838,8568,25057,21022,14010,11488,14492,8940,70511,58732
2012/1/2,9114,8714,7838,8568,25057,21022,14010,11488,14492,8940,70511,58732
2012/1/3,9114,8714,7838,8568,25057,21022,14010,11488,14492,8940,70511,58732
2012/1/4,9114,8714,7838,8568,25057,21022,14010,11488,14492,8940,70511,58732
2012/1/5,9114,8714,7838,8568,25057,21022,14010,11488,14492,8940,70511,58732
2012/1/6,9114,8714,7838,8568,25057,21022,14010,11488,14492,8940,70511,58732
2012/1/7,9114,8714,7838,8568,25057,21022,14010,11488,14492,8940,70511,58732
2012/1/8,9114,8714,7838,8568,25057,21022,14010,11488,14492,8940,70511,58732
2012/1/9,9114,8714,7838,8568,25057,21022,14010,11488,14492,8940,70511,58732
2012/1/10,9114,8714,7838,8568,25057,21022,14010,11488,14492,8940,70511,58732
2012/1/11,9114,8714,7838,8568,25057,21022,14010,11488,14492,8940,70511,58732
2012/1/12,9114,8714,7838,8568,25057,21022,14010,11488,14492,8940,70511,58732
2012/1/13,9114,8714,7838,8568,25057,21022,14010,11488,14492,8940,70511,58732
2012/1/14,9114,8714,7838,8568,25057,21022,14010,11488,14492,8940,70511,58732
2012/1/15,9114,8714,7838,8568,25057,21022,14010,11488,14492,8940,70511,58732
2012/1/16,9114,8714,7838,8568,25057,21022,14010,11488,14492,8940,70511,58732
2012/1/17,9114,8714,7838,8568,25057,21022,14010,11488,14492,8940,70511,58732
2012/1/18,9114,8714,7838,8568,25057,21022,14010,11488,14492,8940,70511,58732
2012/1/19,9114,8714,7838,8568,25057,21022,14010,11488,14492,8940,70511,58732
